Using GPU available:  NVIDIA GeForce RTX 3090
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
############################ bert-base-uncased text results ##################################
Epoch 1/3
Train Batch 698/1881
Train Batch 699/1881
Train Batch 700/1881
Train Batch 701/1881
Train Batch 702/1881
Train Batch 703/1881
Train Batch 704/1881
Train Batch 705/1881
Train Batch 706/1881
Train Batch 707/1881
Train Batch 708/1881
Train Batch 709/1881
Train Batch 710/1881
Train Batch 711/1881
Train Batch 712/1881
Train Batch 713/1881
Train Batch 714/1881
Train Batch 715/1881
Train Batch 716/1881
Train Batch 717/1881
Train Batch 718/1881
Train Batch 719/1881
Train Batch 720/1881
Train Batch 721/1881
Train Batch 722/1881
Train Batch 723/1881
Train Batch 724/1881
Train Batch 725/1881
Train Batch 726/1881
Train Batch 727/1881
Train Batch 728/1881
Train Batch 729/1881
Train Batch 730/1881
Train Batch 731/1881
Train Batch 732/1881
Train Batch 733/1881
Train Batch 734/1881
Train Batch 735/1881
Train Batch 736/1881
Train Batch 737/1881
Train Batch 738/1881
Train Batch 739/1881
Train Batch 740/1881
Train Batch 741/1881
Train Batch 742/1881
Train Batch 743/1881
Train Batch 744/1881
Train Batch 745/1881
Train Batch 746/1881
Train Batch 747/1881
Train Batch 748/1881
Train Batch 749/1881
Train Batch 750/1881
Train Batch 751/1881
Train Batch 752/1881
Train Batch 753/1881
Train Batch 754/1881
Train Batch 755/1881
Train Batch 756/1881
Train Batch 757/1881
Train Batch 758/1881
Train Batch 759/1881
Train Batch 760/1881
Train Batch 761/1881
Train Batch 762/1881
Train Batch 763/1881
Train Batch 764/1881
Train Batch 765/1881
Train Batch 766/1881
Train Batch 767/1881
Train Batch 768/1881
Train Batch 769/1881
Train Batch 770/1881
Train Batch 771/1881
Train Batch 772/1881
Train Batch 773/1881
Train Batch 774/1881
Train Batch 775/1881
Train Batch 776/1881
Train Batch 777/1881
Train Batch 778/1881
Train Batch 779/1881
Train Batch 780/1881
Train Batch 781/1881
Train Batch 782/1881
Train Batch 783/1881
Train Batch 784/1881
Train Batch 785/1881
Train Batch 786/1881
Train Batch 787/1881
Train Batch 788/1881
Train Batch 789/1881
Train Batch 790/1881
Train Batch 791/1881
Train Batch 792/1881
Train Batch 793/1881
Train Batch 794/1881
Train Batch 795/1881
Train Batch 796/1881
Train Batch 797/1881
Train Batch 798/1881
Train Batch 799/1881
Train Batch 800/1881
Train Batch 801/1881
Train Batch 802/1881
Train Batch 803/1881
Train Batch 804/1881
Train Batch 805/1881
Train Batch 806/1881
Train Batch 807/1881
Train Batch 808/1881
Train Batch 809/1881
Train Batch 810/1881
Train Batch 811/1881
Train Batch 812/1881
Train Batch 813/1881
Train Batch 814/1881
Train Batch 815/1881
Train Batch 816/1881
Train Batch 817/1881
Train Batch 818/1881
Train Batch 819/1881
Train Batch 820/1881
Train Batch 821/1881
Train Batch 822/1881
Train Batch 823/1881
Train Batch 824/1881
Train Batch 825/1881
Train Batch 826/1881
Train Batch 827/1881
Train Batch 828/1881
Train Batch 829/1881
Train Batch 830/1881
Train Batch 831/1881
Train Batch 832/1881
Train Batch 833/1881
Train Batch 834/1881
Train Batch 835/1881
Train Batch 836/1881
Train Batch 837/1881
Train Batch 838/1881
Train Batch 839/1881
Train Batch 840/1881
Train Batch 841/1881
Train Batch 842/1881
Train Batch 843/1881
Train Batch 844/1881
Train Batch 845/1881
Train Batch 846/1881
Train Batch 847/1881
Train Batch 848/1881
Train Batch 849/1881
Train Batch 850/1881
Train Batch 851/1881
Train Batch 852/1881
Train Batch 853/1881
Train Batch 854/1881
Train Batch 855/1881
Train Batch 856/1881
Train Batch 857/1881
Train Batch 858/1881
Train Batch 859/1881
Train Batch 860/1881
Train Batch 861/1881
Train Batch 862/1881
Train Batch 863/1881
Train Batch 864/1881
Train Batch 865/1881
Train Batch 866/1881
Train Batch 867/1881
Train Batch 868/1881
Train Batch 869/1881
Train Batch 870/1881
Train Batch 871/1881
Train Batch 872/1881
Train Batch 873/1881
Train Batch 874/1881
Train Batch 875/1881
Train Batch 876/1881
Train Batch 877/1881
Train Batch 878/1881
Train Batch 879/1881
Train Batch 880/1881
Train Batch 881/1881
Train Batch 882/1881
Train Batch 883/1881
Train Batch 884/1881
Train Batch 885/1881
Train Batch 886/1881
Train Batch 887/1881
Train Batch 888/1881
Train Batch 889/1881
Train Batch 890/1881
Train Batch 891/1881
Train Batch 892/1881
Train Batch 893/1881
Train Batch 894/1881
Train Batch 895/1881
Train Batch 896/1881
Train Batch 897/1881
Train Batch 898/1881
Train Batch 899/1881
Train Batch 900/1881
Train Batch 901/1881
Train Batch 902/1881
Train Batch 903/1881
Train Batch 904/1881
Train Batch 905/1881
Train Batch 906/1881
Train Batch 907/1881
Train Batch 908/1881
Train Batch 909/1881
Train Batch 910/1881
Train Batch 911/1881
Train Batch 912/1881
Train Batch 913/1881
Train Batch 914/1881
Train Batch 915/1881
Train Batch 916/1881
Train Batch 917/1881
Train Batch 918/1881
Train Batch 919/1881
Train Batch 920/1881
Train Batch 921/1881
Train Batch 922/1881
Train Batch 923/1881
Train Batch 924/1881
Train Batch 925/1881
Train Batch 926/1881
Train Batch 927/1881
Train Batch 928/1881
Train Batch 929/1881
Train Batch 930/1881
Train Batch 931/1881
Train Batch 932/1881
Train Batch 933/1881
Train Batch 934/1881
Train Batch 935/1881
Train Batch 936/1881
Train Batch 937/1881
Train Batch 938/1881
Train Batch 939/1881
Train Batch 940/1881
Train Batch 941/1881
Train Batch 942/1881
Train Batch 943/1881
Train Batch 944/1881
Train Batch 945/1881
Train Batch 946/1881
Train Batch 947/1881
Train Batch 948/1881
Train Batch 949/1881
Train Batch 950/1881
Train Batch 951/1881
Train Batch 952/1881
Train Batch 953/1881
Train Batch 954/1881
Train Batch 955/1881
Train Batch 956/1881
Train Batch 957/1881
Train Batch 958/1881
Train Batch 959/1881
Train Batch 960/1881
Train Batch 961/1881
Train Batch 962/1881
Train Batch 963/1881
Train Batch 964/1881
Train Batch 965/1881
Train Batch 966/1881
Train Batch 967/1881
Train Batch 968/1881
Train Batch 969/1881
Train Batch 970/1881
Train Batch 971/1881
Train Batch 972/1881
Train Batch 973/1881
Train Batch 974/1881
Train Batch 975/1881
Train Batch 976/1881
Train Batch 977/1881
Train Batch 978/1881
Train Batch 979/1881
Train Batch 980/1881
Train Batch 981/1881
Train Batch 982/1881
Train Batch 983/1881
Train Batch 984/1881
Train Batch 985/1881
Train Batch 986/1881
Train Batch 987/1881
Train Batch 988/1881
Train Batch 989/1881
Train Batch 990/1881
Train Batch 991/1881
Train Batch 992/1881
Train Batch 993/1881
Train Batch 994/1881
Train Batch 995/1881
Train Batch 996/1881
Train Batch 997/1881
Train Batch 998/1881
Train Batch 999/1881
Train Batch 1000/1881
Train Batch 1001/1881
Train Batch 1002/1881
Train Batch 1003/1881
Train Batch 1004/1881
Train Batch 1005/1881
Train Batch 1006/1881
Train Batch 1007/1881
Train Batch 1008/1881
Train Batch 1009/1881
Train Batch 1010/1881
Train Batch 1011/1881
Train Batch 1012/1881
Train Batch 1013/1881
Train Batch 1014/1881
Train Batch 1015/1881
Train Batch 1016/1881
Train Batch 1017/1881
Train Batch 1018/1881
Train Batch 1019/1881
Train Batch 1020/1881
Train Batch 1021/1881
Train Batch 1022/1881
Train Batch 1023/1881
Train Batch 1024/1881
Train Batch 1025/1881
Train Batch 1026/1881
Train Batch 1027/1881
Train Batch 1028/1881
Train Batch 1029/1881
Train Batch 1030/1881
Train Batch 1031/1881
Train Batch 1032/1881
Train Batch 1033/1881
Train Batch 1034/1881
Train Batch 1035/1881
Train Batch 1036/1881
Train Batch 1037/1881
Train Batch 1038/1881
Train Batch 1039/1881
Train Batch 1040/1881
Train Batch 1041/1881
Train Batch 1042/1881
Train Batch 1043/1881
Train Batch 1044/1881
Train Batch 1045/1881
Train Batch 1046/1881
Train Batch 1047/1881
Train Batch 1048/1881
Train Batch 1049/1881
Train Batch 1050/1881
Train Batch 1051/1881
Train Batch 1052/1881
Train Batch 1053/1881
Train Batch 1054/1881
Train Batch 1055/1881
Train Batch 1056/1881
Train Batch 1057/1881
Train Batch 1058/1881
Train Batch 1059/1881
Train Batch 1060/1881
Train Batch 1061/1881
Train Batch 1062/1881
Train Batch 1063/1881
Train Batch 1064/1881
Train Batch 1065/1881
Train Batch 1066/1881
Train Batch 1067/1881
Train Batch 1068/1881
Train Batch 1069/1881
Train Batch 1070/1881
Train Batch 1071/1881
Train Batch 1072/1881
Train Batch 1073/1881
Train Batch 1074/1881
Train Batch 1075/1881
Train Batch 1076/1881
Train Batch 1077/1881
Train Batch 1078/1881
Train Batch 1079/1881
Train Batch 1080/1881
Train Batch 1081/1881
Train Batch 1082/1881
Train Batch 1083/1881
Train Batch 1084/1881
Train Batch 1085/1881
Train Batch 1086/1881
Train Batch 1087/1881
Train Batch 1088/1881
Train Batch 1089/1881
Train Batch 1090/1881
Train Batch 1091/1881
Train Batch 1092/1881
Train Batch 1093/1881
Train Batch 1094/1881
Train Batch 1095/1881
Train Batch 1096/1881
Train Batch 1097/1881
Train Batch 1098/1881
Train Batch 1099/1881
Train Batch 1100/1881
Train Batch 1101/1881
Train Batch 1102/1881
Train Batch 1103/1881
Train Batch 1104/1881
Train Batch 1105/1881
Train Batch 1106/1881
Train Batch 1107/1881
Train Batch 1108/1881
Train Batch 1109/1881
Train Batch 1110/1881
Train Batch 1111/1881
Train Batch 1112/1881
Train Batch 1113/1881
Train Batch 1114/1881
Train Batch 1115/1881
Train Batch 1116/1881
Train Batch 1117/1881
Train Batch 1118/1881
Train Batch 1119/1881
Train Batch 1120/1881
Train Batch 1121/1881
Train Batch 1122/1881
Train Batch 1123/1881
Train Batch 1124/1881
Train Batch 1125/1881
Train Batch 1126/1881
Train Batch 1127/1881
Train Batch 1128/1881
Train Batch 1129/1881
Train Batch 1130/1881
Train Batch 1131/1881
Train Batch 1132/1881
Train Batch 1133/1881
Train Batch 1134/1881
Train Batch 1135/1881
Train Batch 1136/1881
Train Batch 1137/1881
Train Batch 1138/1881
Train Batch 1139/1881
Train Batch 1140/1881
Train Batch 1141/1881
Train Batch 1142/1881
Train Batch 1143/1881
Train Batch 1144/1881
Train Batch 1145/1881
Train Batch 1146/1881
Train Batch 1147/1881
Train Batch 1148/1881
Train Batch 1149/1881
Train Batch 1150/1881
Train Batch 1151/1881
Train Batch 1152/1881
Train Batch 1153/1881
Train Batch 1154/1881
Train Batch 1155/1881
Train Batch 1156/1881
Train Batch 1157/1881
Train Batch 1158/1881
Train Batch 1159/1881
Train Batch 1160/1881
Train Batch 1161/1881
Train Batch 1162/1881
Train Batch 1163/1881
Train Batch 1164/1881
Train Batch 1165/1881
Train Batch 1166/1881
Train Batch 1167/1881
Train Batch 1168/1881
Train Batch 1169/1881
Train Batch 1170/1881
Train Batch 1171/1881
Train Batch 1172/1881
Train Batch 1173/1881
Train Batch 1174/1881
Train Batch 1175/1881
Train Batch 1176/1881
Train Batch 1177/1881
Train Batch 1178/1881
Train Batch 1179/1881
Train Batch 1180/1881
Train Batch 1181/1881
Train Batch 1182/1881
Train Batch 1183/1881
Train Batch 1184/1881
Train Batch 1185/1881
Train Batch 1186/1881
Train Batch 1187/1881
Train Batch 1188/1881
Train Batch 1189/1881
Train Batch 1190/1881
Train Batch 1191/1881
Train Batch 1192/1881
Train Batch 1193/1881
Train Batch 1194/1881
Train Batch 1195/1881
Train Batch 1196/1881
Train Batch 1197/1881
Train Batch 1198/1881
Train Batch 1199/1881
Train Batch 1200/1881
Train Batch 1201/1881
Train Batch 1202/1881
Train Batch 1203/1881
Train Batch 1204/1881
Train Batch 1205/1881
Train Batch 1206/1881
Train Batch 1207/1881
Train Batch 1208/1881
Train Batch 1209/1881
Train Batch 1210/1881
Train Batch 1211/1881
Train Batch 1212/1881
Train Batch 1213/1881
Train Batch 1214/1881
Train Batch 1215/1881
Train Batch 1216/1881
Train Batch 1217/1881
Train Batch 1218/1881
Train Batch 1219/1881
Train Batch 1220/1881
Train Batch 1221/1881
Train Batch 1222/1881
Train Batch 1223/1881
Train Batch 1224/1881
Train Batch 1225/1881
Train Batch 1226/1881
Train Batch 1227/1881
Train Batch 1228/1881
Train Batch 1229/1881
Train Batch 1230/1881
Train Batch 1231/1881
Train Batch 1232/1881
Train Batch 1233/1881
Train Batch 1234/1881
Train Batch 1235/1881
Train Batch 1236/1881
Train Batch 1237/1881
Train Batch 1238/1881
Train Batch 1239/1881
Train Batch 1240/1881
Train Batch 1241/1881
Train Batch 1242/1881
Train Batch 1243/1881
Train Batch 1244/1881
Train Batch 1245/1881
Train Batch 1246/1881
Train Batch 1247/1881
Train Batch 1248/1881
Train Batch 1249/1881
Train Batch 1250/1881
Train Batch 1251/1881
Train Batch 1252/1881
Train Batch 1253/1881
Train Batch 1254/1881
Train Batch 1255/1881
Train Batch 1256/1881
Train Batch 1257/1881
Train Batch 1258/1881
Train Batch 1259/1881
Train Batch 1260/1881
Train Batch 1261/1881
Train Batch 1262/1881
Train Batch 1263/1881
Train Batch 1264/1881
Train Batch 1265/1881
Train Batch 1266/1881
Train Batch 1267/1881
Train Batch 1268/1881
Train Batch 1269/1881
Train Batch 1270/1881
Train Batch 1271/1881
Train Batch 1272/1881
Train Batch 1273/1881
Train Batch 1274/1881
Train Batch 1275/1881
Train Batch 1276/1881
Train Batch 1277/1881
Train Batch 1278/1881
Train Batch 1279/1881
Train Batch 1280/1881
Train Batch 1281/1881
Train Batch 1282/1881
Train Batch 1283/1881
Train Batch 1284/1881
Train Batch 1285/1881
Train Batch 1286/1881
Train Batch 1287/1881
Train Batch 1288/1881
Train Batch 1289/1881
Train Batch 1290/1881
Train Batch 1291/1881
Train Batch 1292/1881
Train Batch 1293/1881
Train Batch 1294/1881
Train Batch 1295/1881
Train Batch 1296/1881
Train Batch 1297/1881
Train Batch 1298/1881
Train Batch 1299/1881
Train Batch 1300/1881
Train Batch 1301/1881
Train Batch 1302/1881
Train Batch 1303/1881
Train Batch 1304/1881
Train Batch 1305/1881
Train Batch 1306/1881
Train Batch 1307/1881
Train Batch 1308/1881
Train Batch 1309/1881
Train Batch 1310/1881
Train Batch 1311/1881
Train Batch 1312/1881
Train Batch 1313/1881
Train Batch 1314/1881
Train Batch 1315/1881
Train Batch 1316/1881
Train Batch 1317/1881
Train Batch 1318/1881
Train Batch 1319/1881
Train Batch 1320/1881
Train Batch 1321/1881
Train Batch 1322/1881
Train Batch 1323/1881
Train Batch 1324/1881
Train Batch 1325/1881
Train Batch 1326/1881
Train Batch 1327/1881
Train Batch 1328/1881
Train Batch 1329/1881
Train Batch 1330/1881
Train Batch 1331/1881
Train Batch 1332/1881
Train Batch 1333/1881
Train Batch 1334/1881
Train Batch 1335/1881
Train Batch 1336/1881
Train Batch 1337/1881
Train Batch 1338/1881
Train Batch 1339/1881
Train Batch 1340/1881
Train Batch 1341/1881
Train Batch 1342/1881
Train Batch 1343/1881
Train Batch 1344/1881
Train Batch 1345/1881
Train Batch 1346/1881
Train Batch 1347/1881
Train Batch 1348/1881
Train Batch 1349/1881
Train Batch 1350/1881
Train Batch 1351/1881
Train Batch 1352/1881
Train Batch 1353/1881
Train Batch 1354/1881
Train Batch 1355/1881
Train Batch 1356/1881
Train Batch 1357/1881
Train Batch 1358/1881
Train Batch 1359/1881
Train Batch 1360/1881
Train Batch 1361/1881
Train Batch 1362/1881
Train Batch 1363/1881
Train Batch 1364/1881
Train Batch 1365/1881
Train Batch 1366/1881
Train Batch 1367/1881
Train Batch 1368/1881
Train Batch 1369/1881
Train Batch 1370/1881
Train Batch 1371/1881
Train Batch 1372/1881
Train Batch 1373/1881
Train Batch 1374/1881
Train Batch 1375/1881
Train Batch 1376/1881
Train Batch 1377/1881
Train Batch 1378/1881
Train Batch 1379/1881
Train Batch 1380/1881
Train Batch 1381/1881
Train Batch 1382/1881
Train Batch 1383/1881
Train Batch 1384/1881
Train Batch 1385/1881
Train Batch 1386/1881
Train Batch 1387/1881
Train Batch 1388/1881
Train Batch 1389/1881
Train Batch 1390/1881
Train Batch 1391/1881
Train Batch 1392/1881
Train Batch 1393/1881
Train Batch 1394/1881
Train Batch 1395/1881
Train Batch 1396/1881
Train Batch 1397/1881
Train Batch 1398/1881
Train Batch 1399/1881
Train Batch 1400/1881
Train Batch 1401/1881
Train Batch 1402/1881
Train Batch 1403/1881
Train Batch 1404/1881
Train Batch 1405/1881
Train Batch 1406/1881
Train Batch 1407/1881
Train Batch 1408/1881
Train Batch 1409/1881
Train Batch 1410/1881
Train Batch 1411/1881
Train Batch 1412/1881
Train Batch 1413/1881
Train Batch 1414/1881
Train Batch 1415/1881
Train Batch 1416/1881
Train Batch 1417/1881
Train Batch 1418/1881
Train Batch 1419/1881
Train Batch 1420/1881
Train Batch 1421/1881
Train Batch 1422/1881
Train Batch 1423/1881
Train Batch 1424/1881
Train Batch 1425/1881
Train Batch 1426/1881
Train Batch 1427/1881
Train Batch 1428/1881
Train Batch 1429/1881
Train Batch 1430/1881
Train Batch 1431/1881
Train Batch 1432/1881
Train Batch 1433/1881
Train Batch 1434/1881
Train Batch 1435/1881
Train Batch 1436/1881
Train Batch 1437/1881
Train Batch 1438/1881
Train Batch 1439/1881
Train Batch 1440/1881
Train Batch 1441/1881
Train Batch 1442/1881
Train Batch 1443/1881
Train Batch 1444/1881
Train Batch 1445/1881
Train Batch 1446/1881
Train Batch 1447/1881
Train Batch 1448/1881
Train Batch 1449/1881
Train Batch 1450/1881
Train Batch 1451/1881
Train Batch 1452/1881
Train Batch 1453/1881
Train Batch 1454/1881
Train Batch 1455/1881
Train Batch 1456/1881
Train Batch 1457/1881
Train Batch 1458/1881
Train Batch 1459/1881
Train Batch 1460/1881
Train Batch 1461/1881
Train Batch 1462/1881
Train Batch 1463/1881
Train Batch 1464/1881
Train Batch 1465/1881
Train Batch 1466/1881
Train Batch 1467/1881
Train Batch 1468/1881
Train Batch 1469/1881
Train Batch 1470/1881
Train Batch 1471/1881
Train Batch 1472/1881
Train Batch 1473/1881
Train Batch 1474/1881
Train Batch 1475/1881
Train Batch 1476/1881
Train Batch 1477/1881
Train Batch 1478/1881
Train Batch 1479/1881
Train Batch 1480/1881
Train Batch 1481/1881
Train Batch 1482/1881
Train Batch 1483/1881
Train Batch 1484/1881
Train Batch 1485/1881
Train Batch 1486/1881
Train Batch 1487/1881
Train Batch 1488/1881
Train Batch 1489/1881
Train Batch 1490/1881
Train Batch 1491/1881
Train Batch 1492/1881
Train Batch 1493/1881
Train Batch 1494/1881
Train Batch 1495/1881
Train Batch 1496/1881
Train Batch 1497/1881
Train Batch 1498/1881
Train Batch 1499/1881
Train Batch 1500/1881
Train Batch 1501/1881
Train Batch 1502/1881
Train Batch 1503/1881
Train Batch 1504/1881
Train Batch 1505/1881
Train Batch 1506/1881
Train Batch 1507/1881
Train Batch 1508/1881
Train Batch 1509/1881
Train Batch 1510/1881
Train Batch 1511/1881
Train Batch 1512/1881
Train Batch 1513/1881
Train Batch 1514/1881
Train Batch 1515/1881
Train Batch 1516/1881
Train Batch 1517/1881
Train Batch 1518/1881
Train Batch 1519/1881
Train Batch 1520/1881
Train Batch 1521/1881
Train Batch 1522/1881
Train Batch 1523/1881
Train Batch 1524/1881
Train Batch 1525/1881
Train Batch 1526/1881
Train Batch 1527/1881
Train Batch 1528/1881
Train Batch 1529/1881
Train Batch 1530/1881
Train Batch 1531/1881
Train Batch 1532/1881
Train Batch 1533/1881
Train Batch 1534/1881
Train Batch 1535/1881
Train Batch 1536/1881
Train Batch 1537/1881
Train Batch 1538/1881
Train Batch 1539/1881
Train Batch 1540/1881
Train Batch 1541/1881
Train Batch 1542/1881
Train Batch 1543/1881
Train Batch 1544/1881
Train Batch 1545/1881
Train Batch 1546/1881
Train Batch 1547/1881
Train Batch 1548/1881
Train Batch 1549/1881
Train Batch 1550/1881
Train Batch 1551/1881
Train Batch 1552/1881
Train Batch 1553/1881
Train Batch 1554/1881
Train Batch 1555/1881
Train Batch 1556/1881
Train Batch 1557/1881
Train Batch 1558/1881
Train Batch 1559/1881
Train Batch 1560/1881
Train Batch 1561/1881
Train Batch 1562/1881
Train Batch 1563/1881
Train Batch 1564/1881
Train Batch 1565/1881
Train Batch 1566/1881
Train Batch 1567/1881
Train Batch 1568/1881
Train Batch 1569/1881
Train Batch 1570/1881
Train Batch 1571/1881
Train Batch 1572/1881
Train Batch 1573/1881
Train Batch 1574/1881
Train Batch 1575/1881
Train Batch 1576/1881
Train Batch 1577/1881
Train Batch 1578/1881
Train Batch 1579/1881
Train Batch 1580/1881
Train Batch 1581/1881
Train Batch 1582/1881
Train Batch 1583/1881
Train Batch 1584/1881
Train Batch 1585/1881
Train Batch 1586/1881
Train Batch 1587/1881
Train Batch 1588/1881
Train Batch 1589/1881
Train Batch 1590/1881
Train Batch 1591/1881
Train Batch 1592/1881
Train Batch 1593/1881
Train Batch 1594/1881
Train Batch 1595/1881
Train Batch 1596/1881
Train Batch 1597/1881
Train Batch 1598/1881
Train Batch 1599/1881
Train Batch 1600/1881
Train Batch 1601/1881
Train Batch 1602/1881
Train Batch 1603/1881
Train Batch 1604/1881
Train Batch 1605/1881
Train Batch 1606/1881
Train Batch 1607/1881
Train Batch 1608/1881
Train Batch 1609/1881
Train Batch 1610/1881
Train Batch 1611/1881
Train Batch 1612/1881
Train Batch 1613/1881
Train Batch 1614/1881
Train Batch 1615/1881
Train Batch 1616/1881
Train Batch 1617/1881
Train Batch 1618/1881
Train Batch 1619/1881
Train Batch 1620/1881
Train Batch 1621/1881
Train Batch 1622/1881
Train Batch 1623/1881
Train Batch 1624/1881
Train Batch 1625/1881
Train Batch 1626/1881
Train Batch 1627/1881
Train Batch 1628/1881
Train Batch 1629/1881
Train Batch 1630/1881
Train Batch 1631/1881
Train Batch 1632/1881
Train Batch 1633/1881
Train Batch 1634/1881
Train Batch 1635/1881
Train Batch 1636/1881
Train Batch 1637/1881
Train Batch 1638/1881
Train Batch 1639/1881
Train Batch 1640/1881
Train Batch 1641/1881
Train Batch 1642/1881
Train Batch 1643/1881
Train Batch 1644/1881
Train Batch 1645/1881
Train Batch 1646/1881
Train Batch 1647/1881
Train Batch 1648/1881
Train Batch 1649/1881
Train Batch 1650/1881
Train Batch 1651/1881
Train Batch 1652/1881
Train Batch 1653/1881
Train Batch 1654/1881
Train Batch 1655/1881
Train Batch 1656/1881
Train Batch 1657/1881
Train Batch 1658/1881
Train Batch 1659/1881
Train Batch 1660/1881
Train Batch 1661/1881
Train Batch 1662/1881
Train Batch 1663/1881
Train Batch 1664/1881
Train Batch 1665/1881
Train Batch 1666/1881
Train Batch 1667/1881
Train Batch 1668/1881
Train Batch 1669/1881
Train Batch 1670/1881
Train Batch 1671/1881
Train Batch 1672/1881
Train Batch 1673/1881
Train Batch 1674/1881
Train Batch 1675/1881
Train Batch 1676/1881
Train Batch 1677/1881
Train Batch 1678/1881
Train Batch 1679/1881
Train Batch 1680/1881
Train Batch 1681/1881
Train Batch 1682/1881
Train Batch 1683/1881
Train Batch 1684/1881
Train Batch 1685/1881
Train Batch 1686/1881
Train Batch 1687/1881
Train Batch 1688/1881
Train Batch 1689/1881
Train Batch 1690/1881
Train Batch 1691/1881
Train Batch 1692/1881
Train Batch 1693/1881
Train Batch 1694/1881
Train Batch 1695/1881
Train Batch 1696/1881
Train Batch 1697/1881
Train Batch 1698/1881
Train Batch 1699/1881
Train Batch 1700/1881
Train Batch 1701/1881
Train Batch 1702/1881
Train Batch 1703/1881
Train Batch 1704/1881
Train Batch 1705/1881
Train Batch 1706/1881
Train Batch 1707/1881
Train Batch 1708/1881
Train Batch 1709/1881
Train Batch 1710/1881
Train Batch 1711/1881
Train Batch 1712/1881
Train Batch 1713/1881
Train Batch 1714/1881
Train Batch 1715/1881
Train Batch 1716/1881
Train Batch 1717/1881
Train Batch 1718/1881
Train Batch 1719/1881
Train Batch 1720/1881
Train Batch 1721/1881
Train Batch 1722/1881
Train Batch 1723/1881
Train Batch 1724/1881
Train Batch 1725/1881
Train Batch 1726/1881
Train Batch 1727/1881
Train Batch 1728/1881
Train Batch 1729/1881
Train Batch 1730/1881
Train Batch 1731/1881
Train Batch 1732/1881
Train Batch 1733/1881
Train Batch 1734/1881
Train Batch 1735/1881
Train Batch 1736/1881
Train Batch 1737/1881
Train Batch 1738/1881
Train Batch 1739/1881
Train Batch 1740/1881
Train Batch 1741/1881
Train Batch 1742/1881
Train Batch 1743/1881
Train Batch 1744/1881
Train Batch 1745/1881
Train Batch 1746/1881
Train Batch 1747/1881
Train Batch 1748/1881
Train Batch 1749/1881
Train Batch 1750/1881
Train Batch 1751/1881
Train Batch 1752/1881
Train Batch 1753/1881
Train Batch 1754/1881
Train Batch 1755/1881
Train Batch 1756/1881
Train Batch 1757/1881
Train Batch 1758/1881
Train Batch 1759/1881
Train Batch 1760/1881
Train Batch 1761/1881
Train Batch 1762/1881
Train Batch 1763/1881
Train Batch 1764/1881
Train Batch 1765/1881
Train Batch 1766/1881
Train Batch 1767/1881
Train Batch 1768/1881
Train Batch 1769/1881
Train Batch 1770/1881
Train Batch 1771/1881
Train Batch 1772/1881
Train Batch 1773/1881
Train Batch 1774/1881
Train Batch 1775/1881
Train Batch 1776/1881
Train Batch 1777/1881
Train Batch 1778/1881
Train Batch 1779/1881
Train Batch 1780/1881
Train Batch 1781/1881
Train Batch 1782/1881
Train Batch 1783/1881
Train Batch 1784/1881
Train Batch 1785/1881
Train Batch 1786/1881
Train Batch 1787/1881
Train Batch 1788/1881
Train Batch 1789/1881
Train Batch 1790/1881
Train Batch 1791/1881
Train Batch 1792/1881
Train Batch 1793/1881
Train Batch 1794/1881
Train Batch 1795/1881
Train Batch 1796/1881
Train Batch 1797/1881
Train Batch 1798/1881
Train Batch 1799/1881
Train Batch 1800/1881
Train Batch 1801/1881
Train Batch 1802/1881
Train Batch 1803/1881
Train Batch 1804/1881
Train Batch 1805/1881
Train Batch 1806/1881
Train Batch 1807/1881
Train Batch 1808/1881
Train Batch 1809/1881
Train Batch 1810/1881
Train Batch 1811/1881
Train Batch 1812/1881
Train Batch 1813/1881
Train Batch 1814/1881
Train Batch 1815/1881
Train Batch 1816/1881
Train Batch 1817/1881
Train Batch 1818/1881
Train Batch 1819/1881
Train Batch 1820/1881
Train Batch 1821/1881
Train Batch 1822/1881
Train Batch 1823/1881
Train Batch 1824/1881
Train Batch 1825/1881
Train Batch 1826/1881
Train Batch 1827/1881
Train Batch 1828/1881
Train Batch 1829/1881
Train Batch 1830/1881
Train Batch 1831/1881
Train Batch 1832/1881
Train Batch 1833/1881
Train Batch 1834/1881
Train Batch 1835/1881
Train Batch 1836/1881
Train Batch 1837/1881
Train Batch 1838/1881
Train Batch 1839/1881
Train Batch 1840/1881
Train Batch 1841/1881
Train Batch 1842/1881
Train Batch 1843/1881
Train Batch 1844/1881
Train Batch 1845/1881
Train Batch 1846/1881
Train Batch 1847/1881
Train Batch 1848/1881
Train Batch 1849/1881
Train Batch 1850/1881
Train Batch 1851/1881
Train Batch 1852/1881
Train Batch 1853/1881
Train Batch 1854/1881
Train Batch 1855/1881
Train Batch 1856/1881
Train Batch 1857/1881
Train Batch 1858/1881
Train Batch 1859/1881
Train Batch 1860/1881
Train Batch 1861/1881
Train Batch 1862/1881
Train Batch 1863/1881
Train Batch 1864/1881
Train Batch 1865/1881
Train Batch 1866/1881
Train Batch 1867/1881
Train Batch 1868/1881
Train Batch 1869/1881
Train Batch 1870/1881
Train Batch 1871/1881
Train Batch 1872/1881
Train Batch 1873/1881
Train Batch 1874/1881
Train Batch 1875/1881
Train Batch 1876/1881
